policyID,statecode,county,CreditLimit,tiv_2012,point_latitude,point_longitude,line,construction,point_granularity,Country
867722,FL,OKALOOSA COUNTY,664901.74,769222.16,30.737686,-86.564827,Residential,Masonry,3,
901247,FL,OKALOOSA COUNTY,0,9180000,30.782065,-86.539825,Commercial,Reinforced Masonry,3,
640036,FL,WALTON COUNTY,306004.91,552608.15,30.97593,-86.304025,Residential,Wood,1,
241060,FL,WALTON COUNTY,25164.88,31891.45,30.9688,-86.2997,Residential,Wood,4,
628393,FL,WALTON COUNTY,112808.11,85657,30.9688,-86.2997,Residential,Wood,4,
446363,FL,WALTON COUNTY,10259.22,14273.14,30.9688,-86.2997,Residential,Wood,4,
260998,FL,WALTON COUNTY,124817.79,164289.92,30.9688,-86.2997,Residential,Wood,4,
690403,FL,WALTON COUNTY,55362.73,70338.68,30.9688,-86.2997,Residential,Wood,4,
393469,FL,WALTON COUNTY,52516.08,81128.52,30.9688,-86.2997,Residential,Wood,4,
264232,FL,WALTON COUNTY,89838.61,144173.01,30.959765,-86.29714,Residential,Wood,3,
743750,FL,WALTON COUNTY,15853.87,24894.61,30.959765,-86.29714,Residential,Wood,3,
907482,FL,WALTON COUNTY,21713.26,21749.39,30.9688,-86.2997,Residential,Wood,3,
921398,FL,WALTON COUNTY,52299.31,58351.9,30.959765,-86.29714,Residential,Wood,4,
963545,FL,WALTON COUNTY,485735.39,803372.33,30.959765,-86.29714,Residential,Masonry,4,
384813,FL,WALTON COUNTY,695122.73,880598.85,30.959765,-86.29714,Residential,Masonry,4,
116201,FL,WALTON COUNTY,1458108.42,2241316.78,30.959765,-86.29714,Residential,Masonry,4,
206089,FL,WALTON COUNTY,726381.15,1114474.97,30.959765,-86.29714,Residential,Masonry,4,
202042,FL,WALTON COUNTY,21238.78,25878.68,30.959765,-86.29714,Residential,Wood,4,
870972,FL,WALTON COUNTY,389756.65,638786.2,30.959765,-86.29714,Residential,Masonry,4,
263023,FL,WALTON COUNTY,50476.31,67156.31,30.959765,-86.29714,Residential,Wood,4,
444839,FL,WALTON COUNTY,3759754.45,6184645.67,30.959765,-86.29714,Commercial,Reinforced Masonry,4,
554136,FL,WALTON COUNTY,22345.04,29253.59,30.959765,-86.29714,Residential,Wood,4,
763442,FL,WALTON COUNTY,16040.21,20018.19,30.959765,-86.29714,Residential,Wood,4,
929994,FL,WALTON COUNTY,50753.83,80903.03,30.959765,-86.29714,Residential,Wood,4,
531174,FL,WALTON COUNTY,1316.6,1293,30.959765,-86.29714,Residential,Wood,4,
557398,FL,OKALOOSA COUNTY,5619064.25,9900000,30.698586,-86.523453,Commercial,Reinforced Masonry,1,
404442,FL,OKALOOSA COUNTY,0,6024191.18,30.70207,-86.56612,Commercial,Reinforced Masonry,3,
506915,FL,OKALOOSA COUNTY,67500,76885.88,30.736893,-86.559853,Residential,Wood,3,
373536,FL,OKALOOSA COUNTY,21780000,18090000,30.736879,-86.555634,Commercial,Reinforced Concrete,3,
844429,FL,OKALOOSA COUNTY,45000,46818,30.736879,-86.555634,Residential,Wood,3,
283751,FL,OKALOOSA COUNTY,4383,3839.57,30.75304,-86.563629,Residential,Wood,3,
346096,FL,OKALOOSA COUNTY,1371240,1564996.21,30.75304,-86.563629,Residential,Masonry,3,
636998,FL,OKALOOSA COUNTY,137934,114459.84,30.75304,-86.563629,Residential,Wood,3,
244426,FL,OKALOOSA COUNTY,8325,12560.43,30.75304,-86.563629,Residential,Wood,3,
114549,FL,OKALOOSA COUNTY,62991,60403.96,30.75304,-86.563629,Residential,Wood,3,
662993,FL,OKALOOSA COUNTY,81945,97140.64,30.75304,-86.563629,Residential,Wood,3,
221023,FL,OKALOOSA COUNTY,67878,71782.21,30.75304,-86.563629,Residential,Wood,3,
657126,FL,OKALOOSA COUNTY,67878,92083.29,30.75304,-86.563629,Residential,Wood,3,
579728,FL,OKALOOSA COUNTY,50391,53256.43,30.75304,-86.563629,Residential,Wood,3,
342330,FL,OKALOOSA COUNTY,4419,4678.21,30.75304,-86.563629,Residential,Wood,3,
522288,FL,OKALOOSA COUNTY,39348,57676.02,30.75304,-86.563629,Residential,Wood,3,
147972,FL,OKALOOSA COUNTY,2133,2663.66,30.75304,-86.563629,Residential,Wood,3,
413112,FL,OKALOOSA COUNTY,909,1135.15,30.75304,-86.563629,Residential,Wood,3,
769784,FL,OKALOOSA COUNTY,11943,11914.34,30.75304,-86.563629,Residential,Wood,3,
442020,FL,OKALOOSA COUNTY,3402,4553.51,30.75304,-86.563629,Residential,Wood,3,
323442,FL,OKALOOSA COUNTY,707670,709934.54,30.7695,-86.5848,Residential,Masonry,4,
998523,FL,OKALOOSA COUNTY,526698,472342.77,30.7695,-86.5848,Residential,Masonry,4,
241351,FL,OKALOOSA COUNTY,670437,668012.7,30.7695,-86.5848,Residential,Masonry,4,
254636,FL,OKALOOSA COUNTY,919017,1184208.55,30.7695,-86.5848,Residential,Masonry,4,
599130,FL,OKALOOSA COUNTY,22095,24484.09,30.7695,-86.5848,Residential,Wood,4,
993406,FL,OKALOOSA COUNTY,666,879.16,30.7695,-86.5848,Residential,Wood,4,
129197,FL,OKALOOSA COUNTY,1440,1609.59,30.7695,-86.5848,Residential,Wood,4,
387772,FL,OKALOOSA COUNTY,387,279.52,30.7695,-86.5848,Residential,Wood,4,
188539,FL,OKALOOSA COUNTY,387,351.09,30.7695,-86.5848,Residential,Wood,4,
966998,FL,OKALOOSA COUNTY,387,567,30.7695,-86.5848,Residential,Wood,4,
749607,FL,OKALOOSA COUNTY,387,550.16,30.7695,-86.5848,Residential,Wood,4,
535991,FL,OKALOOSA COUNTY,10737,11711.28,30.7695,-86.5848,Residential,Wood,4,
193274,FL,OKALOOSA COUNTY,963,885.49,30.7695,-86.5848,Residential,Wood,4,
754564,FL,OKALOOSA COUNTY,243,409.55,30.7695,-86.5848,Residential,Wood,4,
749566,FL,OKALOOSA COUNTY,243,412.01,30.7695,-86.5848,Residential,Wood,4,
847856,FL,OKALOOSA COUNTY,243,201.63,30.7695,-86.5848,Residential,Wood,4,
330371,FL,OKALOOSA COUNTY,243,189.32,30.7695,-86.5848,Residential,Wood,4,
497553,FL,OKALOOSA COUNTY,243,291.21,30.7695,-86.5848,Residential,Wood,4,
113326,FL,OKALOOSA COUNTY,243,416.97,30.7695,-86.5848,Residential,Wood,4,
903029,FL,OKALOOSA COUNTY,243,340.03,30.7695,-86.5848,Residential,Wood,4,
222753,FL,OKALOOSA COUNTY,243,280.97,30.7695,-86.5848,Residential,Wood,4,
681211,FL,OKALOOSA COUNTY,14400,18989.11,30.7695,-86.5848,Residential,Wood,4,
297969,FL,OKALOOSA COUNTY,2880,3714.3,30.7695,-86.5848,Residential,Wood,4,
428746,FL,OKALOOSA COUNTY,3843,5356.83,30.7695,-86.5848,Residential,Wood,4,
803892,FL,OKALOOSA COUNTY,11160000,15570000,30.77096,-86.54364,Commercial,Reinforced Concrete,1,
438700,FL,OKALOOSA COUNTY,59157,57568.75,30.77096,-86.54364,Residential,Wood,1,
398597,FL,OKALOOSA COUNTY,69813,92194.63,30.77096,-86.54364,Residential,Wood,1,
164281,FL,OKALOOSA COUNTY,144486,141844.8,30.77096,-86.54364,Residential,Wood,1,
803877,FL,OKALOOSA COUNTY,5040,6159.93,30.77096,-86.54364,Residential,Wood,1,
482168,FL,OKALOOSA COUNTY,4680,4887.27,30.77096,-86.54364,Residential,Wood,1,
755955,FL,OKALOOSA COUNTY,9342,11260.47,30.77096,-86.54364,Residential,Wood,1,
965248,FL,OKALOOSA COUNTY,49095,52539.51,30.77096,-86.54364,Residential,Wood,1,
244345,FL,OKALOOSA COUNTY,28053,24784.83,30.77096,-86.54364,Residential,Wood,1,
936339,FL,OKALOOSA COUNTY,900,1261.46,30.77096,-86.54364,Residential,Wood,1,
897474,FL,OKALOOSA COUNTY,9018,12287.03,30.77096,-86.54364,Residential,Wood,1,
391278,FL,OKALOOSA COUNTY,11520,14399.7,30.77096,-86.54364,Residential,Wood,1,
957782,FL,OKALOOSA COUNTY,150380.1,164136.12,30.752665,-86.491795,Residential,Wood,1,
251684,FL,OKALOOSA COUNTY,44947.21,36174.64,30.730104,-86.554565,Residential,Wood,1,
641478,FL,OKALOOSA COUNTY,3003032.83,4220852.74,30.79068,-86.55425,Commercial,Reinforced Masonry,1,
474867,FL,OKALOOSA COUNTY,9100.1,8069.09,30.773052,-86.562668,Residential,Wood,1,
490406,FL,OKALOOSA COUNTY,28392.31,42647.29,30.743868,-86.555473,Residential,Wood,3,
915481,FL,OKALOOSA COUNTY,53872.59,76886.1,30.781746,-86.56012,Residential,Wood,1,
841009,FL,OKALOOSA COUNTY,27300.3,38602.19,30.79068,-86.55425,Residential,Wood,1,
840625,FL,OKALOOSA COUNTY,6333.67,8955.81,30.773052,-86.562668,Residential,Wood,1,
635630,FL,OKALOOSA COUNTY,44947.21,35223.11,30.727974,-86.561211,Residential,Wood,1,
177196,FL,OKALOOSA COUNTY,21135.89,34214.78,30.773052,-86.562668,Residential,Wood,1,
861422,FL,OKALOOSA COUNTY,22568.25,33407.55,30.773052,-86.562668,Residential,Wood,1,
552214,FL,OKALOOSA COUNTY,2616.28,2760.03,30.773052,-86.562668,Residential,Wood,1,
238887,FL,OKALOOSA COUNTY,1478766.17,1708566.43,30.79072,-86.555809,Residential,Masonry,1,
493555,FL,OKALOOSA COUNTY,43239.12,65053.09,30.759844,-86.563759,Residential,Wood,1,
132602,FL,OKALOOSA COUNTY,4550.05,5119.62,30.760754,-86.568718,Residential,Wood,1,
845185,FL,OKALOOSA COUNTY,524165.73,543219.16,30.754913,-86.559509,Residential,Masonry,3,
164980,FL,OKALOOSA COUNTY,22750.25,18837.21,30.773052,-86.562668,Residential,Wood,1,
496569,FL,OKALOOSA COUNTY,4537.31,3667.71,30.760576,-86.563705,Residential,Wood,1,
148266,FL,OKALOOSA COUNTY,1048.33,1077.08,30.760576,-86.563705,Residential,Wood,1,
147958,FL,OKALOOSA COUNTY,1048.33,1268.72,30.760576,-86.563705,Residential,Wood,1,
163343,FL,OKALOOSA COUNTY,36140.14,64271.62,30.746611,-86.559311,Residential,Wood,1,
329163,FL,OKALOOSA COUNTY,66257.82,73007.51,30.75358,-86.55555,Residential,Wood,1,
583236,FL,OKALOOSA COUNTY,52032.55,56241.05,30.72242,-86.560692,Residential,Wood,1,
461324,FL,OKALOOSA COUNTY,33731.34,35829.43,30.763685,-86.549103,Residential,Wood,1,
220158,FL,OKALOOSA COUNTY,104064.19,173790.32,30.761595,-86.557167,Residential,Wood,1,
328677,FL,OKALOOSA COUNTY,922399.2,796952.91,30.392,-86.4834,Residential,Masonry,4,
488314,FL,OKALOOSA COUNTY,18493.2,22095.68,30.39876,-86.49266,Residential,Wood,1,
310994,FL,OKALOOSA COUNTY,799947,880765.65,30.402296,-86.491508,Residential,Masonry,1,
713148,FL,OKALOOSA COUNTY,492228,688016.61,30.402296,-86.491508,Residential,Masonry,1,
489265,FL,OKALOOSA COUNTY,1278045,1080428.57,30.402296,-86.491508,Residential,Masonry,1,
659216,FL,OKALOOSA COUNTY,11664,17199.73,30.402296,-86.491508,Residential,Wood,1,
279868,FL,OKALOOSA COUNTY,12789,18060.37,30.402296,-86.491508,Residential,Wood,1,
495998,FL,OKALOOSA COUNTY,6210,5830,30.402296,-86.491508,Residential,Wood,1,
568583,FL,OKALOOSA COUNTY,22095,31772.52,30.402296,-86.491508,Residential,Wood,1,
677274,FL,OKALOOSA COUNTY,666,501.79,30.402296,-86.491508,Residential,Wood,1,
852311,FL,OKALOOSA COUNTY,387,328.49,30.402296,-86.491508,Residential,Wood,1,
822395,FL,OKALOOSA COUNTY,387,575.19,30.402296,-86.491508,Residential,Wood,1,
253856,FL,OKALOOSA COUNTY,387,609.28,30.402296,-86.491508,Residential,Wood,1,
551302,FL,OKALOOSA COUNTY,387,376.16,30.402296,-86.491508,Residential,Wood,1,
496047,FL,OKALOOSA COUNTY,279,338.33,30.402296,-86.491508,Residential,Wood,1,
374148,FL,OKALOOSA COUNTY,279,274.58,30.402296,-86.491508,Residential,Wood,1,
792523,FL,OKALOOSA COUNTY,963,961.74,30.402296,-86.491508,Residential,Wood,1,
900748,FL,OKALOOSA COUNTY,963,1410.31,30.402296,-86.491508,Residential,Wood,1,
445981,FL,OKALOOSA COUNTY,963,1157.83,30.402296,-86.491508,Residential,Wood,1,
660678,FL,OKALOOSA COUNTY,963,1236.49,30.402296,-86.491508,Residential,Wood,1,
150447,FL,OKALOOSA COUNTY,963,1362.39,30.402296,-86.491508,Residential,Wood,1,
364459,FL,OKALOOSA COUNTY,963,1599.51,30.402296,-86.491508,Residential,Wood,1,
887035,FL,OKALOOSA COUNTY,990,1494.14,30.402296,-86.491508,Residential,Wood,1,
971990,FL,OKALOOSA COUNTY,31338,44115.88,30.402296,-86.491508,Residential,Wood,1,
951307,FL,OKALOOSA COUNTY,173385,275906.86,30.402296,-86.491508,Residential,Wood,1,
281064,FL,OKALOOSA COUNTY,963,905.99,30.402296,-86.491508,Residential,Wood,1,
753008,FL,OKALOOSA COUNTY,243,357.17,30.402296,-86.491508,Residential,Wood,1,
502107,FL,OKALOOSA COUNTY,243,343.42,30.402296,-86.491508,Residential,Wood,1,
462946,FL,OKALOOSA COUNTY,243,219.09,30.402296,-86.491508,Residential,Wood,1,
643422,FL,OKALOOSA COUNTY,243,207.04,30.402296,-86.491508,Residential,Wood,1,
120198,FL,OKALOOSA COUNTY,243,356.8,30.402296,-86.491508,Residential,Wood,1,
202971,FL,OKALOOSA COUNTY,243,342.87,30.402296,-86.491508,Residential,Wood,1,
759562,FL,OKALOOSA COUNTY,243,314.45,30.402296,-86.491508,Residential,Wood,1,
799104,FL,OKALOOSA COUNTY,243,170.6,30.402296,-86.491508,Residential,Wood,1,
558130,FL,OKALOOSA COUNTY,28791,33451.28,30.402296,-86.491508,Residential,Wood,1,
886216,FL,OKALOOSA COUNTY,4806,5209.8,30.402296,-86.491508,Residential,Wood,1,
951224,FL,OKALOOSA COUNTY,225,304.77,30.402296,-86.491508,Residential,Wood,1,
216749,FL,OKALOOSA COUNTY,225,252.17,30.402296,-86.491508,Residential,Wood,1,
581390,FL,OKALOOSA COUNTY,783,959.14,30.402296,-86.491508,Residential,Wood,1,
502722,FL,OKALOOSA COUNTY,621,508.79,30.402296,-86.491508,Residential,Wood,1,
146138,FL,OKALOOSA COUNTY,621,743,30.402296,-86.491508,Residential,Wood,1,
532633,FL,OKALOOSA COUNTY,1553391,1250436.26,30.400337,-86.425865,Residential,Masonry,1,
927138,FL,OKALOOSA COUNTY,1553391,2322304.01,30.400337,-86.425865,Residential,Masonry,1,
673188,FL,OKALOOSA COUNTY,7029,9751.58,30.400337,-86.425865,Residential,Wood,1,
736391,FL,OKALOOSA COUNTY,3942,3963.6,30.400337,-86.425865,Residential,Wood,1,
604743,FL,OKALOOSA COUNTY,78723,101215.18,30.400337,-86.425865,Residential,Wood,1,
692332,FL,OKALOOSA COUNTY,7002,8934.17,30.400337,-86.425865,Residential,Wood,1,
427050,FL,OKALOOSA COUNTY,666,1097.72,30.400337,-86.425865,Residential,Wood,1,
988573,FL,OKALOOSA COUNTY,666,938.15,30.400337,-86.425865,Residential,Wood,1,
940597,FL,OKALOOSA COUNTY,666,1012.99,30.400337,-86.425865,Residential,Wood,1,
239535,FL,OKALOOSA COUNTY,279,301.3,30.400337,-86.425865,Residential,Wood,1,
347408,FL,OKALOOSA COUNTY,279,256.38,30.400337,-86.425865,Residential,Wood,1,
538280,FL,OKALOOSA COUNTY,7686,9393.89,30.400337,-86.425865,Residential,Wood,1,
551460,FL,OKALOOSA COUNTY,2025,1816.21,30.400337,-86.425865,Residential,Wood,1,
749963,FL,OKALOOSA COUNTY,61470,65561.44,30.400337,-86.425865,Residential,Wood,1,
161927,FL,OKALOOSA COUNTY,2187,1939.22,30.400337,-86.425865,Residential,Wood,1,
150363,FL,OKALOOSA COUNTY,2187,2813.33,30.400337,-86.425865,Residential,Wood,1,
107975,FL,OKALOOSA COUNTY,2187,3232.34,30.400337,-86.425865,Residential,Wood,1,
346822,FL,OKALOOSA COUNTY,243,185.24,30.400337,-86.425865,Residential,Wood,1,
541383,FL,OKALOOSA COUNTY,243,208.22,30.400337,-86.425865,Residential,Wood,1,
776492,FL,OKALOOSA COUNTY,621,645.58,30.400337,-86.425865,Residential,Wood,1,
794095,FL,OKALOOSA COUNTY,621,651.78,30.400337,-86.425865,Residential,Wood,1,
975186,FL,OKALOOSA COUNTY,17910000,17370000,30.387985,-86.440338,Commercial,Reinforced Concrete,1,
913911,FL,OKALOOSA COUNTY,490849.58,692031.15,30.390381,-86.428543,Residential,Masonry,1,
411601,FL,OKALOOSA COUNTY,591420.6,596797.2,30.389477,-86.421661,Residential,Masonry,1,
151923,FL,OKALOOSA COUNTY,14040000,13230000,30.388758,-86.426064,Commercial,Reinforced Concrete,1,
819754,FL,OKALOOSA COUNTY,30510000,42570000,30.39487,-86.51241,Commercial,Reinforced Concrete,1,
154536,FL,OKALOOSA COUNTY,7486975.8,11160000,30.395382,-86.512505,Commercial,Reinforced Masonry,1,
761630,FL,OKALOOSA COUNTY,2250,1687.77,30.395334,-86.511436,Residential,Wood,1,
620772,FL,OKALOOSA COUNTY,3538339.2,4076725.82,30.39378,-86.47215,Commercial,Reinforced Masonry,1,
294679,FL,OKALOOSA COUNTY,63000,48978.97,30.3917,-86.49172,Residential,Wood,1,
624136,FL,OKALOOSA COUNTY,27090000,26460000,30.399208,-86.42865,Commercial,Reinforced Concrete,1,
721031,FL,OKALOOSA COUNTY,27090000,29790000,30.399191,-86.428627,Commercial,Reinforced Concrete,1,
927124,FL,OKALOOSA COUNTY,204831,295883.3,30.3906,-86.423973,Residential,Wood,3,
304866,FL,OKALOOSA COUNTY,4147.09,5319.06,30.394,-86.4573,Residential,Wood,4,
346806,FL,OKALOOSA COUNTY,1697293.23,2622827.23,30.38896,-86.426102,Residential,Masonry,1,
653887,FL,OKALOOSA COUNTY,187753.5,161748.14,30.384724,-86.483353,Residential,Wood,3,
949615,FL,OKALOOSA COUNTY,187753.5,266726.75,30.384724,-86.483353,Residential,Wood,3,
536648,FL,OKALOOSA COUNTY,187753.5,267379.76,30.384724,-86.483353,Residential,Wood,3,
633500,FL,OKALOOSA COUNTY,187753.5,246584.18,30.384724,-86.483353,Residential,Wood,3,
622395,FL,OKALOOSA COUNTY,176351.4,245737.92,30.384724,-86.483353,Residential,Wood,3,
633813,FL,OKALOOSA COUNTY,176351.4,256993.37,30.384724,-86.483353,Residential,Wood,3,
225863,FL,OKALOOSA COUNTY,176351.4,278846.83,30.384724,-86.483353,Residential,Wood,3,
226126,FL,OKALOOSA COUNTY,176351.4,249663.67,30.384724,-86.483353,Residential,Wood,3,
772926,FL,OKALOOSA COUNTY,176351.4,175910.52,30.384724,-86.483353,Residential,Wood,3,
147594,FL,OKALOOSA COUNTY,176351.4,208807.11,30.384724,-86.483353,Residential,Wood,3,
125807,FL,OKALOOSA COUNTY,176351.4,189641.24,30.384724,-86.483353,Residential,Wood,3,
363724,FL,OKALOOSA COUNTY,364724.1,387616.01,30.384724,-86.483353,Residential,Masonry,3,
996010,FL,OKALOOSA COUNTY,749345.4,793035.23,30.384724,-86.483353,Residential,Masonry,3,
986423,FL,OKALOOSA COUNTY,364724.1,476183.78,30.384724,-86.483353,Residential,Masonry,3,
253156,FL,OKALOOSA COUNTY,729448.2,741557.04,30.384724,-86.483353,Residential,Masonry,3,
729943,FL,OKALOOSA COUNTY,749345.4,857877.59,30.384724,-86.483353,Residential,Masonry,3,
391026,FL,OKALOOSA COUNTY,364724.1,602682.5,30.384724,-86.483353,Residential,Masonry,3,
412655,FL,OKALOOSA COUNTY,285210,262279.12,30.384724,-86.483353,Residential,Wood,3,
647057,FL,OKALOOSA COUNTY,352281.6,365778.21,30.384724,-86.483353,Residential,Wood,3,
779973,FL,OKALOOSA COUNTY,364724.1,339504.16,30.384724,-86.483353,Residential,Masonry,3,
689489,FL,OKALOOSA COUNTY,352281.6,529223.49,30.384724,-86.483353,Residential,Wood,3,
990714,FL,OKALOOSA COUNTY,704563.2,624365.59,30.384724,-86.483353,Residential,Masonry,3,
706555,FL,OKALOOSA COUNTY,352281.6,300900.62,30.384724,-86.483353,Residential,Wood,3,
129296,FL,OKALOOSA COUNTY,704563.2,1087461.59,30.384724,-86.483353,Residential,Masonry,3,
327539,FL,OKALOOSA COUNTY,650817,914667.97,30.384724,-86.483353,Residential,Masonry,3,
118944,FL,OKALOOSA COUNTY,650817,627916.05,30.384724,-86.483353,Residential,Masonry,3,
144243,FL,OKALOOSA COUNTY,650817,829791.68,30.384724,-86.483353,Residential,Masonry,3,
437444,FL,OKALOOSA COUNTY,808023.6,810431.51,30.384724,-86.483353,Residential,Masonry,3,
670813,FL,OKALOOSA COUNTY,808023.6,903388.16,30.384724,-86.483353,Residential,Masonry,3,
575467,FL,OKALOOSA COUNTY,404011.8,527203.08,30.384724,-86.483353,Residential,Masonry,3,
699009,FL,OKALOOSA COUNTY,704563.2,707073.56,30.384724,-86.483353,Residential,Masonry,3,
671436,FL,OKALOOSA COUNTY,352236.6,439084.06,30.384724,-86.483353,Residential,Wood,3,
413834,FL,OKALOOSA COUNTY,352236.6,499365.12,30.384724,-86.483353,Residential,Wood,3,
239946,FL,OKALOOSA COUNTY,352236.6,488239.38,30.384724,-86.483353,Residential,Wood,3,
990000,FL,OKALOOSA COUNTY,352236.6,574376.73,30.384724,-86.483353,Residential,Wood,3,
826462,FL,OKALOOSA COUNTY,364724.1,388644.17,30.384724,-86.483353,Residential,Masonry,3,
316214,FL,OKALOOSA COUNTY,531638.1,603547.47,30.384724,-86.483353,Residential,Masonry,3,
492961,FL,OKALOOSA COUNTY,352281.6,450704.15,30.384724,-86.483353,Residential,Wood,3,
442410,FL,OKALOOSA COUNTY,531638.1,509887.72,30.384724,-86.483353,Residential,Masonry,3,
896508,FL,OKALOOSA COUNTY,1063276.2,1101926.29,30.384724,-86.483353,Residential,Masonry,3,
870816,FL,OKALOOSA COUNTY,1694376,2083370.84,30.384724,-86.483353,Residential,Masonry,3,
677914,FL,OKALOOSA COUNTY,423594,650787.79,30.384724,-86.483353,Residential,Masonry,3,
176452,FL,OKALOOSA COUNTY,1270782,1180576.81,30.384724,-86.483353,Residential,Masonry,3,
970883,FL,OKALOOSA COUNTY,910024.2,1450487.57,30.384724,-86.483353,Residential,Masonry,3,
725467,FL,OKALOOSA COUNTY,1122084.9,1064167.37,30.384724,-86.483353,Residential,Masonry,3,
770729,FL,OKALOOSA COUNTY,420480,463670.86,30.384724,-86.483353,Residential,Masonry,3,
766802,FL,OKALOOSA COUNTY,687780,706315.67,30.384724,-86.483353,Residential,Masonry,3,
588698,FL,OKALOOSA COUNTY,869490,1201109.14,30.384724,-86.483353,Residential,Masonry,3,
298126,FL,OKALOOSA COUNTY,1111282.2,1488006.87,30.384724,-86.483353,Residential,Masonry,3,
122168,FL,OKALOOSA COUNTY,21157.2,33280.28,30.384724,-86.483353,Residential,Wood,3,
892180,FL,OKALOOSA COUNTY,72316.8,109206.32,30.384724,-86.483353,Residential,Wood,3,
948179,FL,OKALOOSA COUNTY,65063.7,99360.08,30.384724,-86.483353,Residential,Wood,3,
337833,FL,OKALOOSA COUNTY,57879,60543.29,30.384724,-86.483353,Residential,Wood,3,
554172,FL,OKALOOSA COUNTY,53100,44213.82,30.384724,-86.483353,Residential,Wood,3,
669026,FL,OKALOOSA COUNTY,42484.5,49560.29,30.384724,-86.483353,Residential,Wood,3,
264935,FL,OKALOOSA COUNTY,397585.8,405418.24,30.384724,-86.483353,Residential,Masonry,3,
505926,FL,OKALOOSA COUNTY,21600,28055.81,30.384724,-86.483353,Residential,Wood,3,
465988,FL,OKALOOSA COUNTY,30359.7,30068,30.384724,-86.483353,Residential,Wood,3,
271099,FL,OKALOOSA COUNTY,82925.1,102566.08,30.384724,-86.483353,Residential,Wood,3,
556902,FL,OKALOOSA COUNTY,187753.5,283944.12,30.384724,-86.483353,Residential,Wood,3,
485501,FL,OKALOOSA COUNTY,187753.5,225287.3,30.384724,-86.483353,Residential,Wood,3,
599108,FL,OKALOOSA COUNTY,176351.4,269986.59,30.384724,-86.483353,Residential,Wood,3,
358359,FL,OKALOOSA COUNTY,33020.1,41196.54,30.38727,-86.452972,Residential,Wood,3,
278650,FL,OKALOOSA COUNTY,920621.25,1008927.24,30.386848,-86.471313,Residential,Masonry,1,
609336,FL,OKALOOSA COUNTY,638081.62,650257.49,30.385056,-86.500262,Residential,Masonry,1,
572254,FL,OKALOOSA COUNTY,70110000,121500000,30.391748,-86.426323,Commercial,Steel Frame,3,
385575,FL,OKALOOSA COUNTY,2286694.8,2055281.29,30.389488,-86.483536,Commercial,Reinforced Masonry,1,
522335,FL,OKALOOSA COUNTY,540000,687602.52,30.3906,-86.423973,Residential,Masonry,3,
834638,FL,OKALOOSA COUNTY,144210.91,171696.36,30.3842,-86.4589,Residential,Wood,3,
635324,FL,OKALOOSA COUNTY,42887.32,42242.29,30.404615,-86.499455,Residential,Wood,3,
570424,FL,OKALOOSA COUNTY,31698.34,34970.63,30.403845,-86.499069,Residential,Wood,1,
942863,FL,OKALOOSA COUNTY,136320.27,101197.36,30.396961,-86.486198,Residential,Wood,1,
470637,FL,OKALOOSA COUNTY,162396.08,187770.14,30.402296,-86.491508,Residential,Wood,1,
996559,FL,OKALOOSA COUNTY,316029.52,457016.61,30.38468,-86.485113,Residential,Wood,1,
301932,FL,OKALOOSA COUNTY,14577.09,16127.8,30.406105,-86.482788,Residential,Wood,1,
632025,FL,OKALOOSA COUNTY,137815.13,143746.69,30.41058,-86.4916,Residential,Wood,1,
229880,FL,OKALOOSA COUNTY,495308.93,407063.21,30.3842,-86.4589,Residential,Masonry,3,
109576,FL,OKALOOSA COUNTY,11131.74,15413.16,30.3842,-86.4589,Residential,Wood,3,
788175,FL,OKALOOSA COUNTY,1357.94,1830.91,30.3842,-86.4589,Residential,Wood,3,
914574,FL,OKALOOSA COUNTY,0,1659319.02,30.38277,-86.50328,Residential,Masonry,1,
569415,FL,OKALOOSA COUNTY,481743,642356.12,30.464455,-86.551465,Residential,Masonry,3,
821291,FL,OKALOOSA COUNTY,58986,63708.3,30.464455,-86.551465,Residential,Wood,3,
634124,FL,OKALOOSA COUNTY,1599480,2220909.97,30.464455,-86.551465,Residential,Masonry,3,
185970,FL,OKALOOSA COUNTY,64746,103993.47,30.464455,-86.551465,Residential,Wood,3,
436744,FL,OKALOOSA COUNTY,103887,132219.69,30.464455,-86.551465,Residential,Wood,3,
704860,FL,OKALOOSA COUNTY,63747,86532.73,30.464455,-86.551465,Residential,Wood,3,
101647,FL,OKALOOSA COUNTY,1334934,2160991.16,30.464455,-86.551465,Residential,Masonry,3,
850933,FL,OKALOOSA COUNTY,494811,544923.48,30.464455,-86.551465,Residential,Masonry,3,
368464,FL,OKALOOSA COUNTY,8838,16862.9,30.464455,-86.551465,Residential,Wood,3,
104727,FL,OKALOOSA COUNTY,4473,6485.08,30.464455,-86.551465,Residential,Wood,3,
225655,FL,OKALOOSA COUNTY,5085,8887.93,30.464455,-86.551465,Residential,Wood,3,
615422,FL,OKALOOSA COUNTY,18720,22077.62,30.464455,-86.551465,Residential,Wood,3,
206104,FL,OKALOOSA COUNTY,15822,26485.27,30.464455,-86.551465,Residential,Wood,3,
709548,FL,OKALOOSA COUNTY,2979,4074.5,30.464455,-86.551465,Residential,Wood,3,
226074,FL,OKALOOSA COUNTY,2205,2666.53,30.464455,-86.551465,Residential,Wood,3,
518819,FL,OKALOOSA COUNTY,2850842.7,3974667.7,30.451553,-86.651588,Commercial,Reinforced Masonry,1,
